task_id,project_id,title,description,priority,status,estimate_points,creator_user_id,created_at,updated_at,due_date
175,22,Task 175 for project 22,Implement feature 25 and write tests.,HIGH,CANCELLED,8,191,2024-11-10 04:50:50,2024-12-14 04:50:50,
176,94,Task 176 for project 94,Implement feature 26 and write tests.,MEDIUM,IN_PROGRESS,2,61,2024-08-26 09:55:46,2024-09-29 09:55:46,2024-09-23 09:55:46
177,68,Task 177 for project 68,Implement feature 27 and write tests.,HIGH,OPEN,8,33,2025-02-23 20:25:34,2025-05-07 20:25:34,
178,81,Task 178 for project 81,Implement feature 28 and write tests.,CRITICAL,CANCELLED,3,40,2025-08-23 23:33:01,2025-08-30 23:33:01,2025-09-16 23:33:01
179,64,Task 179 for project 64,Implement feature 29 and write tests.,HIGH,DONE,8,291,2024-12-11 05:35:02,2024-12-24 05:35:02,2024-12-28 05:35:02
180,74,Task 180 for project 74,Implement feature 30 and write tests.,MEDIUM,IN_PROGRESS,1,60,2025-01-28 00:27:23,2025-01-28 00:27:23,
181,6,Task 181 for project 6,Implement feature 31 and write tests.,MEDIUM,CANCELLED,2,7,2025-02-09 13:27:32,2025-03-30 13:27:32,2025-03-05 13:27:32
182,20,Task 182 for project 20,Implement feature 32 and write tests.,MEDIUM,REVIEW,3,92,2024-08-31 01:54:51,2024-11-22 01:54:51,2024-10-29 01:54:51
183,54,Task 183 for project 54,Implement feature 33 and write tests.,MEDIUM,OPEN,3,115,2025-04-10 13:30:49,2025-05-20 13:30:49,2025-06-08 13:30:49
184,35,Task 184 for project 35,Implement feature 34 and write tests.,MEDIUM,DONE,8,40,2025-05-20 04:20:14,2025-05-26 04:20:14,2025-07-03 04:20:14
185,23,Task 185 for project 23,Implement feature 35 and write tests.,MEDIUM,BLOCKED,8,115,2025-09-08 05:24:57,2025-09-27 14:41:22,
186,9,Task 186 for project 9,Implement feature 36 and write tests.,LOW,IN_PROGRESS,1,239,2025-03-10 21:16:15,2025-04-18 21:16:15,
187,42,Task 187 for project 42,Implement feature 37 and write tests.,MEDIUM,DONE,5,45,2025-07-24 09:03:19,2025-08-30 09:03:19,2025-08-06 09:03:19
188,73,Task 188 for project 73,Implement feature 38 and write tests.,LOW,OPEN,1,156,2025-02-08 00:46:58,2025-04-12 00:46:58,2025-03-18 00:46:58
189,99,Task 189 for project 99,Implement feature 39 and write tests.,MEDIUM,IN_PROGRESS,3,101,2025-02-10 00:11:08,2025-04-03 00:11:08,2025-04-11 00:11:08
190,4,Task 190 for project 4,Implement feature 40 and write tests.,HIGH,IN_PROGRESS,2,120,2025-04-29 16:29:42,2025-04-30 16:29:42,2025-06-13 16:29:42
191,43,Task 191 for project 43,Implement feature 41 and write tests.,HIGH,BLOCKED,3,1,2025-05-22 20:57:38,2025-06-30 20:57:38,
192,14,Task 192 for project 14,Implement feature 42 and write tests.,HIGH,REVIEW,8,106,2025-09-19 03:08:50,2025-09-27 14:41:22,
193,63,Task 193 for project 63,Implement feature 43 and write tests.,HIGH,OPEN,3,31,2024-11-22 04:43:24,2024-12-03 04:43:24,
194,6,Task 194 for project 6,Implement feature 44 and write tests.,MEDIUM,IN_PROGRESS,13,119,2025-09-11 07:42:12,2025-09-27 14:41:22,2025-11-08 07:42:12
195,59,Task 195 for project 59,Implement feature 45 and write tests.,MEDIUM,IN_PROGRESS,5,44,2024-10-16 20:22:26,2024-12-05 20:22:26,2024-11-26 20:22:26
196,10,Task 196 for project 10,Implement feature 46 and write tests.,LOW,IN_PROGRESS,1,291,2024-09-20 23:43:34,2024-10-20 23:43:34,2024-09-29 23:43:34
197,38,Task 197 for project 38,Implement feature 47 and write tests.,LOW,OPEN,1,134,2025-04-05 06:52:52,2025-05-25 06:52:52,
198,90,Task 198 for project 90,Implement feature 48 and write tests.,LOW,REVIEW,2,168,2025-04-07 15:42:54,2025-04-16 15:42:54,2025-04-22 15:42:54
199,26,Task 199 for project 26,Implement feature 49 and write tests.,MEDIUM,DONE,5,70,2024-10-27 06:05:25,2024-12-23 06:05:25,2024-11-07 06:05:25
200,60,Task 200 for project 60,Implement feature 0 and write tests.,LOW,OPEN,1,161,2025-06-15 08:37:57,2025-07-11 08:37:57,2025-07-08 08:37:57
201,58,Task 201 for project 58,Implement feature 1 and write tests.,MEDIUM,OPEN,2,158,2025-07-29 12:05:45,2025-08-09 12:05:45,2025-08-06 12:05:45
202,21,Task 202 for project 21,Implement feature 2 and write tests.,LOW,OPEN,3,156,2024-09-03 22:29:29,2024-10-14 22:29:29,2024-10-28 22:29:29
203,19,Task 203 for project 19,Implement feature 3 and write tests.,MEDIUM,OPEN,3,47,2025-02-12 09:49:22,2025-04-03 09:49:22,
204,66,Task 204 for project 66,Implement feature 4 and write tests.,LOW,REVIEW,5,26,2025-03-23 17:29:02,2025-03-26 17:29:02,2025-04-04 17:29:02
205,52,Task 205 for project 52,Implement feature 5 and write tests.,LOW,REVIEW,8,232,2025-02-13 16:16:48,2025-03-02 16:16:48,2025-02-20 16:16:48
206,16,Task 206 for project 16,Implement feature 6 and write tests.,LOW,DONE,2,7,2024-09-20 12:17:10,2024-10-18 12:17:10,
207,17,Task 207 for project 17,Implement feature 7 and write tests.,HIGH,DONE,2,102,2025-06-10 18:04:32,2025-08-31 18:04:32,2025-07-21 18:04:32
208,11,Task 208 for project 11,Implement feature 8 and write tests.,MEDIUM,OPEN,3,299,2025-02-20 15:27:21,2025-03-01 15:27:21,
209,3,Task 209 for project 3,Implement feature 9 and write tests.,MEDIUM,REVIEW,3,34,2025-01-04 05:01:22,2025-03-01 05:01:22,
210,17,Task 210 for project 17,Implement feature 10 and write tests.,LOW,DONE,2,48,2025-04-18 03:13:38,2025-04-24 03:13:38,2025-05-18 03:13:38
211,22,Task 211 for project 22,Implement feature 11 and write tests.,HIGH,DONE,3,294,2025-07-06 01:18:34,2025-08-25 01:18:34,
212,64,Task 212 for project 64,Implement feature 12 and write tests.,LOW,BLOCKED,3,16,2025-05-27 21:16:59,2025-07-11 21:16:59,2025-06-08 21:16:59
213,28,Task 213 for project 28,Implement feature 13 and write tests.,LOW,BLOCKED,2,96,2025-03-05 04:43:16,2025-03-24 04:43:16,2025-05-01 04:43:16
214,5,Task 214 for project 5,Implement feature 14 and write tests.,LOW,IN_PROGRESS,2,126,2025-03-20 19:50:54,2025-05-29 19:50:54,2025-05-16 19:50:54
215,62,Task 215 for project 62,Implement feature 15 and write tests.,MEDIUM,OPEN,1,32,2024-10-10 17:56:15,2024-12-02 17:56:15,2024-10-19 17:56:15
216,26,Task 216 for project 26,Implement feature 16 and write tests.,MEDIUM,DONE,5,270,2025-02-13 03:08:24,2025-04-23 03:08:24,2025-04-06 03:08:24
217,3,Task 217 for project 3,Implement feature 17 and write tests.,MEDIUM,DONE,1,196,2025-05-09 13:01:27,2025-07-10 13:01:27,2025-06-29 13:01:27
218,45,Task 218 for project 45,Implement feature 18 and write tests.,MEDIUM,BLOCKED,5,290,2025-08-28 19:58:42,2025-09-20 19:58:42,2025-09-15 19:58:42
219,4,Task 219 for project 4,Implement feature 19 and write tests.,LOW,IN_PROGRESS,2,164,2025-01-20 17:31:18,2025-02-24 17:31:18,2025-03-13 17:31:18
220,8,Task 220 for project 8,Implement feature 20 and write tests.,MEDIUM,IN_PROGRESS,3,242,2025-09-18 20:01:21,2025-09-27 14:41:22,2025-10-26 20:01:21
221,21,Task 221 for project 21,Implement feature 21 and write tests.,CRITICAL,IN_PROGRESS,5,52,2025-02-12 03:04:47,2025-04-21 03:04:47,2025-03-02 03:04:47
222,95,Task 222 for project 95,Implement feature 22 and write tests.,LOW,IN_PROGRESS,2,29,2025-01-21 00:49:04,2025-03-11 00:49:04,2025-03-14 00:49:04
223,46,Task 223 for project 46,Implement feature 23 and write tests.,LOW,IN_PROGRESS,2,89,2024-12-18 09:26:17,2025-03-17 09:26:17,2025-01-08 09:26:17
224,46,Task 224 for project 46,Implement feature 24 and write tests.,LOW,IN_PROGRESS,8,15,2025-05-03 18:31:11,2025-07-14 18:31:11,
225,19,Task 225 for project 19,Implement feature 25 and write tests.,MEDIUM,OPEN,3,289,2024-12-27 19:37:09,2025-02-28 19:37:09,
226,70,Task 226 for project 70,Implement feature 26 and write tests.,LOW,CANCELLED,3,159,2024-12-17 23:18:17,2024-12-24 23:18:17,2024-12-23 23:18:17
227,30,Task 227 for project 30,Implement feature 27 and write tests.,HIGH,CANCELLED,8,113,2024-08-19 02:10:26,2024-09-30 02:10:26,2024-08-20 02:10:26
228,79,Task 228 for project 79,Implement feature 28 and write tests.,LOW,IN_PROGRESS,5,104,2024-11-12 23:11:27,2024-12-23 23:11:27,2024-11-24 23:11:27
229,8,Task 229 for project 8,Implement feature 29 and write tests.,MEDIUM,DONE,3,12,2024-11-26 08:14:27,2024-12-14 08:14:27,2025-01-24 08:14:27
230,100,Task 230 for project 100,Implement feature 30 and write tests.,HIGH,IN_PROGRESS,2,57,2025-09-16 09:32:13,2025-09-25 09:32:13,
231,48,Task 231 for project 48,Implement feature 31 and write tests.,MEDIUM,IN_PROGRESS,3,203,2024-10-21 02:03:56,2024-11-07 02:03:56,2024-11-11 02:03:56
232,21,Task 232 for project 21,Implement feature 32 and write tests.,LOW,IN_PROGRESS,5,224,2025-08-17 00:45:21,2025-09-27 14:41:22,2025-08-29 00:45:21
233,72,Task 233 for project 72,Implement feature 33 and write tests.,MEDIUM,IN_PROGRESS,2,183,2025-01-24 00:07:57,2025-02-15 00:07:57,2025-03-18 00:07:57
234,49,Task 234 for project 49,Implement feature 34 and write tests.,MEDIUM,IN_PROGRESS,1,158,2025-03-20 08:53:21,2025-03-20 08:53:21,2025-05-06 08:53:21
235,90,Task 235 for project 90,Implement feature 35 and write tests.,LOW,IN_PROGRESS,1,294,2025-06-03 18:40:08,2025-08-14 18:40:08,
236,5,Task 236 for project 5,Implement feature 36 and write tests.,MEDIUM,CANCELLED,8,94,2025-04-07 18:40:57,2025-06-24 18:40:57,
237,29,Task 237 for project 29,Implement feature 37 and write tests.,MEDIUM,IN_PROGRESS,5,290,2024-10-23 11:26:41,2024-11-10 11:26:41,
238,43,Task 238 for project 43,Implement feature 38 and write tests.,MEDIUM,REVIEW,3,40,2025-02-04 11:15:18,2025-02-25 11:15:18,2025-02-25 11:15:18
239,82,Task 239 for project 82,Implement feature 39 and write tests.,HIGH,IN_PROGRESS,8,46,2025-04-21 09:30:47,2025-05-17 09:30:47,2025-05-08 09:30:47
240,32,Task 240 for project 32,Implement feature 40 and write tests.,LOW,CANCELLED,5,35,2025-05-02 20:07:54,2025-05-02 20:07:54,2025-05-09 20:07:54
241,7,Task 241 for project 7,Implement feature 41 and write tests.,LOW,DONE,1,198,2025-07-09 23:42:17,2025-07-30 23:42:17,
242,53,Task 242 for project 53,Implement feature 42 and write tests.,MEDIUM,DONE,8,253,2025-05-24 18:24:12,2025-06-05 18:24:12,2025-06-18 18:24:12
243,62,Task 243 for project 62,Implement feature 43 and write tests.,HIGH,OPEN,2,296,2025-01-25 19:51:22,2025-01-29 19:51:22,2025-01-30 19:51:22
244,38,Task 244 for project 38,Implement feature 44 and write tests.,LOW,OPEN,8,11,2025-04-08 04:00:11,2025-04-17 04:00:11,2025-04-15 04:00:11
245,44,Task 245 for project 44,Implement feature 45 and write tests.,MEDIUM,REVIEW,3,88,2025-05-22 05:43:54,2025-07-31 05:43:54,2025-05-27 05:43:54
246,12,Task 246 for project 12,Implement feature 46 and write tests.,MEDIUM,DONE,8,174,2025-08-13 13:33:19,2025-09-27 14:41:22,
247,84,Task 247 for project 84,Implement feature 47 and write tests.,MEDIUM,IN_PROGRESS,3,85,2025-07-06 20:46:16,2025-08-17 20:46:16,2025-07-13 20:46:16
248,27,Task 248 for project 27,Implement feature 48 and write tests.,HIGH,IN_PROGRESS,3,98,2025-06-17 12:13:08,2025-08-25 12:13:08,2025-08-03 12:13:08
249,34,Task 249 for project 34,Implement feature 49 and write tests.,HIGH,IN_PROGRESS,3,145,2025-03-22 14:38:21,2025-05-11 14:38:21,2025-03-26 14:38:21
250,74,Task 250 for project 74,Implement feature 0 and write tests.,HIGH,BLOCKED,5,282,2025-08-19 22:37:43,2025-08-19 22:37:43,2025-09-12 22:37:43
251,55,Task 251 for project 55,Implement feature 1 and write tests.,HIGH,OPEN,5,45,2025-03-20 09:29:20,2025-06-08 09:29:20,
252,77,Task 252 for project 77,Implement feature 2 and write tests.,LOW,IN_PROGRESS,5,246,2025-01-05 16:53:51,2025-01-26 16:53:51,2025-01-19 16:53:51
253,82,Task 253 for project 82,Implement feature 3 and write tests.,MEDIUM,REVIEW,8,150,2024-10-06 06:05:20,2024-11-14 06:05:20,2024-10-14 06:05:20
254,51,Task 254 for project 51,Implement feature 4 and write tests.,LOW,DONE,2,242,2025-08-18 12:06:53,2025-09-20 12:06:53,
255,12,Task 255 for project 12,Implement feature 5 and write tests.,HIGH,IN_PROGRESS,1,279,2025-05-31 14:43:06,2025-07-18 14:43:06,2025-07-27 14:43:06
256,48,Task 256 for project 48,Implement feature 6 and write tests.,HIGH,REVIEW,8,96,2025-07-15 20:32:34,2025-09-12 20:32:34,2025-08-13 20:32:34
257,34,Task 257 for project 34,Implement feature 7 and write tests.,HIGH,IN_PROGRESS,1,116,2025-02-28 05:02:52,2025-05-28 05:02:52,2025-03-10 05:02:52
258,86,Task 258 for project 86,Implement feature 8 and write tests.,LOW,DONE,3,50,2024-10-09 04:23:22,2024-12-17 04:23:22,2024-11-30 04:23:22
259,53,Task 259 for project 53,Implement feature 9 and write tests.,LOW,DONE,2,117,2024-09-19 23:30:31,2024-11-24 23:30:31,
260,54,Task 260 for project 54,Implement feature 10 and write tests.,HIGH,DONE,5,275,2025-08-07 10:03:27,2025-09-27 14:41:22,2025-08-23 10:03:27
261,39,Task 261 for project 39,Implement feature 11 and write tests.,MEDIUM,REVIEW,2,41,2025-06-06 06:22:34,2025-06-10 06:22:34,
262,65,Task 262 for project 65,Implement feature 12 and write tests.,LOW,IN_PROGRESS,8,293,2025-09-09 00:51:50,2025-09-27 14:41:22,
263,80,Task 263 for project 80,Implement feature 13 and write tests.,MEDIUM,REVIEW,3,76,2024-11-05 00:54:21,2025-01-01 00:54:21,
264,23,Task 264 for project 23,Implement feature 14 and write tests.,LOW,DONE,3,86,2025-01-15 04:36:29,2025-01-31 04:36:29,
265,6,Task 265 for project 6,Implement feature 15 and write tests.,MEDIUM,BLOCKED,1,217,2024-10-03 11:35:04,2024-11-27 11:35:04,
266,26,Task 266 for project 26,Implement feature 16 and write tests.,HIGH,DONE,3,76,2025-02-19 22:02:22,2025-02-27 22:02:22,2025-04-07 22:02:22
267,12,Task 267 for project 12,Implement feature 17 and write tests.,HIGH,REVIEW,5,199,2025-06-08 05:55:24,2025-07-13 05:55:24,2025-08-02 05:55:24
268,67,Task 268 for project 67,Implement feature 18 and write tests.,MEDIUM,OPEN,5,235,2024-08-13 05:10:02,2024-10-31 05:10:02,
269,76,Task 269 for project 76,Implement feature 19 and write tests.,HIGH,IN_PROGRESS,8,268,2025-06-25 12:29:07,2025-07-13 12:29:07,2025-07-05 12:29:07
270,73,Task 270 for project 73,Implement feature 20 and write tests.,MEDIUM,DONE,1,299,2024-10-20 10:37:38,2024-12-31 10:37:38,
271,100,Task 271 for project 100,Implement feature 21 and write tests.,HIGH,CANCELLED,1,52,2025-03-13 19:50:48,2025-04-26 19:50:48,
272,53,Task 272 for project 53,Implement feature 22 and write tests.,HIGH,DONE,3,136,2025-05-28 03:08:14,2025-08-13 03:08:14,2025-07-04 03:08:14
273,61,Task 273 for project 61,Implement feature 23 and write tests.,MEDIUM,REVIEW,1,20,2024-12-15 08:43:30,2025-03-04 08:43:30,2024-12-25 08:43:30
274,78,Task 274 for project 78,Implement feature 24 and write tests.,HIGH,IN_PROGRESS,1,206,2024-09-02 17:38:53,2024-10-14 17:38:53,2024-10-29 17:38:53
275,89,Task 275 for project 89,Implement feature 25 and write tests.,MEDIUM,IN_PROGRESS,3,122,2024-09-10 21:32:23,2024-10-14 21:32:23,
276,48,Task 276 for project 48,Implement feature 26 and write tests.,MEDIUM,DONE,2,11,2025-04-23 00:58:10,2025-05-31 00:58:10,
277,40,Task 277 for project 40,Implement feature 27 and write tests.,MEDIUM,DONE,2,144,2025-08-20 11:08:08,2025-09-27 14:41:22,
278,13,Task 278 for project 13,Implement feature 28 and write tests.,LOW,IN_PROGRESS,2,117,2024-11-15 23:49:01,2025-01-10 23:49:01,2025-01-02 23:49:01
279,100,Task 279 for project 100,Implement feature 29 and write tests.,MEDIUM,IN_PROGRESS,8,165,2025-02-28 21:02:30,2025-05-16 21:02:30,
280,83,Task 280 for project 83,Implement feature 30 and write tests.,MEDIUM,IN_PROGRESS,5,46,2024-12-27 14:03:52,2025-02-17 14:03:52,2025-02-24 14:03:52
281,95,Task 281 for project 95,Implement feature 31 and write tests.,MEDIUM,OPEN,2,249,2025-09-08 18:58:25,2025-09-15 18:58:25,
282,66,Task 282 for project 66,Implement feature 32 and write tests.,LOW,CANCELLED,3,82,2024-09-23 13:52:42,2024-11-13 13:52:42,2024-10-26 13:52:42
283,18,Task 283 for project 18,Implement feature 33 and write tests.,CRITICAL,OPEN,3,269,2024-08-26 02:19:20,2024-09-20 02:19:20,2024-10-22 02:19:20
284,8,Task 284 for project 8,Implement feature 34 and write tests.,LOW,REVIEW,5,128,2024-08-29 07:10:42,2024-10-14 07:10:42,2024-10-27 07:10:42
285,91,Task 285 for project 91,Implement feature 35 and write tests.,HIGH,OPEN,2,102,2025-03-04 10:00:00,2025-05-07 10:00:00,2025-04-03 10:00:00
286,51,Task 286 for project 51,Implement feature 36 and write tests.,LOW,OPEN,3,64,2024-08-27 08:25:43,2024-11-11 08:25:43,2024-09-28 08:25:43
287,58,Task 287 for project 58,Implement feature 37 and write tests.,LOW,REVIEW,5,91,2025-08-07 05:32:40,2025-09-20 05:32:40,2025-08-30 05:32:40
288,21,Task 288 for project 21,Implement feature 38 and write tests.,MEDIUM,IN_PROGRESS,3,133,2024-10-12 19:43:01,2024-10-18 19:43:01,2024-11-06 19:43:01
289,21,Task 289 for project 21,Implement feature 39 and write tests.,MEDIUM,IN_PROGRESS,2,293,2025-01-17 01:52:38,2025-04-09 01:52:38,
290,29,Task 290 for project 29,Implement feature 40 and write tests.,HIGH,OPEN,8,106,2025-02-28 14:46:15,2025-03-02 14:46:15,2025-04-02 14:46:15
291,100,Task 291 for project 100,Implement feature 41 and write tests.,MEDIUM,IN_PROGRESS,5,5,2025-08-06 20:30:06,2025-09-27 14:41:22,
292,23,Task 292 for project 23,Implement feature 42 and write tests.,LOW,IN_PROGRESS,2,5,2025-01-24 10:03:54,2025-03-04 10:03:54,2025-03-17 10:03:54
293,92,Task 293 for project 92,Implement feature 43 and write tests.,MEDIUM,DONE,1,141,2025-06-28 19:01:14,2025-08-11 19:01:14,
294,59,Task 294 for project 59,Implement feature 44 and write tests.,LOW,IN_PROGRESS,5,130,2025-01-20 02:24:03,2025-03-27 02:24:03,2025-03-05 02:24:03
295,80,Task 295 for project 80,Implement feature 45 and write tests.,LOW,OPEN,5,204,2024-10-22 01:55:31,2024-12-08 01:55:31,2024-12-04 01:55:31
296,72,Task 296 for project 72,Implement feature 46 and write tests.,MEDIUM,OPEN,2,145,2025-03-23 10:41:02,2025-03-31 10:41:02,2025-04-23 10:41:02
297,44,Task 297 for project 44,Implement feature 47 and write tests.,LOW,OPEN,5,142,2025-04-13 03:41:01,2025-05-16 03:41:01,
298,84,Task 298 for project 84,Implement feature 48 and write tests.,HIGH,DONE,3,153,2024-12-27 21:58:33,2025-01-26 21:58:33,2025-02-14 21:58:33
299,8,Task 299 for project 8,Implement feature 49 and write tests.,LOW,REVIEW,2,207,2025-04-08 20:11:57,2025-04-11 20:11:57,2025-05-25 20:11:57
300,84,Task 300 for project 84,Implement feature 0 and write tests.,LOW,DONE,1,255,2025-03-21 05:09:33,2025-05-11 05:09:33,2025-04-17 05:09:33
301,50,Task 301 for project 50,Implement feature 1 and write tests.,LOW,OPEN,2,19,2024-12-29 02:57:52,2025-01-26 02:57:52,2025-02-13 02:57:52
302,88,Task 302 for project 88,Implement feature 2 and write tests.,MEDIUM,REVIEW,8,274,2025-08-08 03:02:10,2025-09-27 14:41:22,
303,46,Task 303 for project 46,Implement feature 3 and write tests.,MEDIUM,DONE,2,260,2025-03-24 18:43:35,2025-06-16 18:43:35,
304,72,Task 304 for project 72,Implement feature 4 and write tests.,MEDIUM,IN_PROGRESS,2,93,2025-03-19 19:13:16,2025-04-21 19:13:16,2025-03-28 19:13:16
305,93,Task 305 for project 93,Implement feature 5 and write tests.,MEDIUM,REVIEW,3,287,2024-12-23 19:19:51,2025-02-03 19:19:51,
306,84,Task 306 for project 84,Implement feature 6 and write tests.,MEDIUM,IN_PROGRESS,8,46,2025-01-23 05:47:42,2025-03-03 05:47:42,2025-03-12 05:47:42
307,54,Task 307 for project 54,Implement feature 7 and write tests.,LOW,DONE,8,170,2025-05-19 07:21:07,2025-07-17 07:21:07,2025-06-07 07:21:07
308,16,Task 308 for project 16,Implement feature 8 and write tests.,HIGH,IN_PROGRESS,5,241,2024-09-14 07:18:01,2024-11-27 07:18:01,
309,75,Task 309 for project 75,Implement feature 9 and write tests.,LOW,IN_PROGRESS,2,37,2025-08-05 09:30:08,2025-09-27 14:41:22,
310,16,Task 310 for project 16,Implement feature 10 and write tests.,MEDIUM,BLOCKED,2,196,2025-09-19 03:35:42,2025-09-27 14:41:22,2025-09-23 03:35:42
311,18,Task 311 for project 18,Implement feature 11 and write tests.,HIGH,OPEN,13,103,2025-04-26 18:31:08,2025-06-23 18:31:08,2025-06-02 18:31:08
312,19,Task 312 for project 19,Implement feature 12 and write tests.,LOW,BLOCKED,2,162,2024-12-21 16:46:59,2025-02-21 16:46:59,
313,43,Task 313 for project 43,Implement feature 13 and write tests.,HIGH,OPEN,1,91,2025-04-04 01:09:04,2025-05-31 01:09:04,2025-04-05 01:09:04
314,36,Task 314 for project 36,Implement feature 14 and write tests.,MEDIUM,REVIEW,3,108,2024-12-12 13:43:42,2025-02-12 13:43:42,2024-12-23 13:43:42
315,98,Task 315 for project 98,Implement feature 15 and write tests.,HIGH,REVIEW,2,46,2024-11-12 02:59:28,2025-01-05 02:59:28,2024-12-23 02:59:28
316,52,Task 316 for project 52,Implement feature 16 and write tests.,LOW,OPEN,8,220,2025-08-09 10:04:32,2025-09-27 14:41:22,2025-08-12 10:04:32
317,26,Task 317 for project 26,Implement feature 17 and write tests.,MEDIUM,DONE,5,192,2024-08-14 13:06:21,2024-10-20 13:06:21,
318,25,Task 318 for project 25,Implement feature 18 and write tests.,LOW,REVIEW,8,10,2024-08-06 19:33:47,2024-09-03 19:33:47,2024-08-22 19:33:47
